driver,lap_number,lap_time,position,race,aggressiveness,defensive_ability,stamina,total_overtakes,championships,employees,engine_manufacturer,Age,weather
Lando Norris,30.0,69.311,7.0,Austria,0.9,0.93,0.57,1.0,8,900,0,20.0,Sunny
Lando Norris,31.0,69.205,7.0,Austria,0.9,0.93,0.57,1.0,8,900,0,20.0,Sunny
Lando Norris,32.0,69.111,7.0,Austria,0.9,0.93,0.57,1.0,8,900,0,20.0,Sunny
Lando Norris,33.0,68.923,7.0,Austria,0.9,0.93,0.57,1.0,8,900,0,20.0,Sunny
Lando Norris,34.0,69.026,7.0,Austria,0.9,0.93,0.57,1.0,8,900,0,20.0,Sunny
Lando Norris,35.0,69.044,7.0,Austria,0.9,0.93,0.57,1.0,8,900,0,20.0,Sunny
Lando Norris,36.0,69.074,7.0,Austria,0.9,0.93,0.57,1.0,8,900,0,20.0,Sunny
Lando Norris,37.0,68.865,7.0,Austria,0.9,0.93,0.57,1.0,8,900,0,20.0,Sunny
Lando Norris,38.0,68.787,7.0,Austria,0.9,0.93,0.57,1.0,8,900,0,20.0,Sunny
Lando Norris,39.0,68.898,7.0,Austria,0.9,0.93,0.57,1.0,8,900,0,20.0,Sunny
Lando Norris,40.0,69.217,7.0,Austria,0.9,0.93,0.57,1.0,8,900,0,20.0,Sunny
Lando Norris,41.0,69.175,7.0,Austria,0.9,0.93,0.57,1.0,8,900,0,20.0,Sunny
Lando Norris,42.0,68.978,7.0,Austria,0.9,0.93,0.57,1.0,8,900,0,20.0,Sunny
Lando Norris,43.0,68.699,7.0,Austria,0.9,0.93,0.57,1.0,8,900,0,20.0,Sunny
Lando Norris,44.0,68.695,7.0,Austria,0.9,0.93,0.57,1.0,8,900,0,20.0,Sunny
Lando Norris,45.0,68.638,6.0,Austria,0.9,0.93,0.57,1.0,8,900,0,20.0,Sunny
Lando Norris,46.0,83.701,6.0,Austria,0.9,0.93,0.57,1.0,8,900,0,20.0,Sunny
Lando Norris,47.0,109.362,7.0,Austria,0.9,0.93,0.57,1.0,8,900,0,20.0,Sunny
Lando Norris,48.0,105.573,6.0,Austria,0.9,0.93,0.57,1.0,8,900,0,20.0,Sunny
Lando Norris,49.0,96.233,6.0,Austria,0.9,0.93,0.57,1.0,8,900,0,20.0,Sunny
Lando Norris,50.0,100.49,6.0,Austria,0.9,0.93,0.57,1.0,8,900,0,20.0,Sunny
Lando Norris,51.0,114.196,6.0,Austria,0.9,0.93,0.57,1.0,8,900,0,20.0,Sunny
Lando Norris,52.0,116.164,6.0,Austria,0.9,0.93,0.57,1.0,8,900,0,20.0,Sunny
Lando Norris,53.0,111.211,6.0,Austria,0.9,0.93,0.57,1.0,8,900,0,20.0,Sunny
Lando Norris,54.0,103.284,6.0,Austria,0.9,0.93,0.57,1.0,8,900,0,20.0,Sunny
Lando Norris,55.0,93.893,6.0,Austria,0.9,0.93,0.57,1.0,8,900,0,20.0,Sunny
Lando Norris,56.0,69.662,5.0,Austria,0.9,0.93,0.57,1.0,8,900,0,20.0,Sunny
Lando Norris,57.0,68.923,5.0,Austria,0.9,0.93,0.57,1.0,8,900,0,20.0,Sunny
Lando Norris,58.0,68.362,5.0,Austria,0.9,0.93,0.57,1.0,8,900,0,20.0,Sunny
Lando Norris,59.0,69.354,6.0,Austria,0.9,0.93,0.57,1.0,8,900,0,20.0,Sunny
Lando Norris,60.0,68.518,6.0,Austria,0.9,0.93,0.57,1.0,8,900,0,20.0,Sunny
Lando Norris,61.0,69.211,6.0,Austria,0.9,0.93,0.57,1.0,8,900,0,20.0,Sunny
Lando Norris,62.0,68.574,6.0,Austria,0.9,0.93,0.57,1.0,8,900,0,20.0,Sunny
Lando Norris,63.0,68.529,6.0,Austria,0.9,0.93,0.57,1.0,8,900,0,20.0,Sunny
Lando Norris,64.0,69.102,5.0,Austria,0.9,0.93,0.57,1.0,8,900,0,20.0,Sunny
Lando Norris,65.0,67.781,5.0,Austria,0.9,0.93,0.57,1.0,8,900,0,20.0,Sunny
Lando Norris,66.0,67.475,5.0,Austria,0.9,0.93,0.57,1.0,8,900,0,20.0,Sunny
Lewis Hamilton,1.0,75.627,5.0,Austria,0.92,0.84,0.92,2.0,8,1200,1,35.0,Sunny
Lewis Hamilton,2.0,70.55,5.0,Austria,0.92,0.84,0.92,2.0,8,1200,1,35.0,Sunny
Lewis Hamilton,3.0,70.362,5.0,Austria,0.92,0.84,0.92,2.0,8,1200,1,35.0,Sunny
Lewis Hamilton,4.0,69.34,4.0,Austria,0.92,0.84,0.92,2.0,8,1200,1,35.0,Sunny
Lewis Hamilton,5.0,69.461,4.0,Austria,0.92,0.84,0.92,2.0,8,1200,1,35.0,Sunny
Lewis Hamilton,6.0,69.294,4.0,Austria,0.92,0.84,0.92,2.0,8,1200,1,35.0,Sunny
Lewis Hamilton,7.0,69.701,4.0,Austria,0.92,0.84,0.92,2.0,8,1200,1,35.0,Sunny
Lewis Hamilton,8.0,69.796,4.0,Austria,0.92,0.84,0.92,2.0,8,1200,1,35.0,Sunny
Lewis Hamilton,9.0,69.233,5.0,Austria,0.92,0.84,0.92,2.0,8,1200,1,35.0,Sunny
Lewis Hamilton,10.0,69.184,5.0,Austria,0.92,0.84,0.92,2.0,8,1200,1,35.0,Sunny
Lewis Hamilton,11.0,69.142,4.0,Austria,0.92,0.84,0.92,2.0,8,1200,1,35.0,Sunny
Lewis Hamilton,12.0,69.046,4.0,Austria,0.92,0.84,0.92,2.0,8,1200,1,35.0,Sunny
Lewis Hamilton,13.0,69.076,4.0,Austria,0.92,0.84,0.92,2.0,8,1200,1,35.0,Sunny
Lewis Hamilton,14.0,69.131,4.0,Austria,0.92,0.84,0.92,2.0,8,1200,1,35.0,Sunny
Lewis Hamilton,15.0,69.0,4.0,Austria,0.92,0.84,0.92,2.0,8,1200,1,35.0,Sunny
Lewis Hamilton,16.0,69.34,4.0,Austria,0.92,0.84,0.92,2.0,8,1200,1,35.0,Sunny
Lewis Hamilton,17.0,69.326,4.0,Austria,0.92,0.84,0.92,2.0,8,1200,1,35.0,Sunny
Lewis Hamilton,18.0,69.356,4.0,Austria,0.92,0.84,0.92,2.0,8,1200,1,35.0,Sunny
